benchmark_id,req_id,tests_in_suite,included_test_ids,suite_mutants_total,suite_mutants_killed,suite_mutants_survived,suite_mutants_inconclusive,suite_mutation_score,suite_mutant_details
E2ESD_Bench_01,1,3,1; 2; 3,3,3,0,0,100.0,"[{""mutant_id"": ""M001"", ""source_file"": ""source_project\\index.html"", ""line"": 108, ""original"": ""$40"", ""replacement"": ""$41"", ""operator"": ""PRICE_PLUS_ONE"", ""killed_by_tests"": [1], ""survived_by_tests"": [2, 3], ""inconclusive_by_tests"": [], ""suite_verdict"": ""KILLED""}, {""mutant_id"": ""M002"", ""source_file"": ""source_project\\index.html"", ""line"": 113, ""original"": ""$120"", ""replacement"": ""$121"", ""operator"": ""PRICE_PLUS_ONE"", ""killed_by_tests"": [2], ""survived_by_tests"": [1, 3], ""inconclusive_by_tests"": [], ""suite_verdict"": ""KILLED""}, {""mutant_id"": ""M003"", ""source_file"": ""source_project\\index.html"", ""line"": 118, ""original"": ""$35"", ""replacement"": ""$36"", ""operator"": ""PRICE_PLUS_ONE"", ""killed_by_tests"": [3], ""survived_by_tests"": [1, 2], ""inconclusive_by_tests"": [], ""suite_verdict"": ""KILLED""}]"
